,norm_form,real_view,f_a,f_b,f_ab,f_a_contrasting,f_b_contrasting,f_ab_contrasting,part_of_speech_a,part_of_speech_b,syntax_templates,mi,mi3,t_score,dice,chi_sq,jaccard,poisson_stirling,log_dice,minimum_sensitivity,mi_contrasting,mi3_contrasting,t_score_contrasting,dice_contrasting,chi_sq_contrasting,jaccard_contrasting,poisson_stirling_contrasting,log_dice_contrasting,minimum_sensitivity_contrasting,weirdness,cw,dw,value,check_frequency,check_collect,measure_comb_3,measure_comb_5,measure_comb_weardness,rang_mi,rang_mi3,rang_t_score,rang_minimum_sensitivity,rang_dice,rang_weirdness,measure_comb_weirdness,class
497840,"('современный', 'язык')",современный язык,752,291,2,114,869,1,ADJF,NOUN,1,3.214287510981907,5.214287510981907,1.2618370453635437,9.13943116180449e-06,1.4552101420741004e-05,0.0019212295869356,-35.47892838917184,-15.73946419458592,0.0026595744680851,5.1777559813002485,5.1777559813002485,0.9723725921255222,1.009428058062302e-05,9.544227665565452e-06,0.0010183299389002,-17.596102380979143,-15.596102380979142,0.001150747986191,7.062146047001708,20.548641946590408,8.824601839929509,0.7,1.0,0.4,1728665.1834939232,7972181481.823742,10407601.453833016,10000,10000,10000,10000,10000,10000,1357194.2429520069,0
498717,"('только', 'тот')",только тот,2101,3005,7,9846,22140,76,ADVB,ADJF,1,0.1710969053538387,5.785806749469047,0.2958819466993093,1.1087343717950646e-06,9.706539943787333e-08,0.0013728181996469,-145.47858360149792,-18.78265480021399,0.0023294509151414,0.3220962498191918,12.817951276706363,1.7443724201801254,3.4863914215687626e-07,1.0608514330337843e-06,0.0023816985271074,-1706.3339205469752,-20.4517621124602,0.0034327009936766,0.3252304100592892,44.2398850621331,0.8323825016897523,0.7,1.0,0.4,1728665.1834939232,13996404354.315016,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
498912,"('где', 'этот')",где этот,907,4289,4,4244,15635,6,ADVB,ADJF,1,0.0623673644037495,4.06236736440375,0.0846173540982475,1.0282451223264663e-06,7.362334419336572e-09,0.0007704160246533,-83.56553736465632,-18.89138434116408,0.0009326183259501,-1.6248796767266216,3.545045324715691,-5.105139357838863,9.042280800796445e-08,2.3566397193295985e-06,0.0003019171740552,-146.39242823403606,-22.39873803900601,0.0003837543971858,2.354048682333903,37.62335270484841,5.046971952897931,0.7,1.0,0.4,1728665.1834939232,15135062193.822683,10407601.453833016,10000,10000,10000,10000,10000,10000,1532365.6482127244,0
499124,"('мочь', 'рассматриваться')",может рассматриваться,3445,129,24,15899,2,0,NOUN,INFN,1,5.777198683274077,14.94712368471639,4.809649857393104,5.400479292537213e-05,0.0012492783879958,0.0067605633802816,-364.23727253505,-13.176553022293753,0.006966618287373,0.0,0.0,0.0,0.0,2.473038219681118e-09,0.0,0.0,0.0,0.0,0.0,80.45986526369933,38.02793957367295,0.7,1.0,0.4,1728665.1834939232,1534512598.7020404,10407601.453833016,10000,10000,10000,10000,10000,10000,1631859.933218263,1
499177,"('состояние', 'основной')",состояние основной,747,574,1,684,55,0,NOUN,ADJF,1,1.243880346102903,1.243880346102903,0.5777645384763096,2.332209208494839e-06,7.785190982763645e-07,0.0007575757575757,-19.709871359464923,-17.709871359464923,0.001338688085676,0.0,0.0,0.0,0.0,2.925834889754188e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,15094114459.406916,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
499466,"('возрастать', 'вероятность')",возрастает вероятность,177,134,1,30,64,0,INFN,NOUN,1,5.420056965027059,5.420056965027059,0.9766439027272414,4.216207100092756e-05,4.021558785455339e-05,0.0032258064516129,-15.53369474054077,-13.53369474054077,0.0056497175141242,0.0,0.0,0.0,0.0,1.4932490665412123e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,6838273592.695661,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
499642,"('тот', 'значение')",того значения,3005,894,1,22140,440,0,ADJF,NOUN,1,-1.4035285912140372,-1.4035285912140372,-1.6454783135318245,3.722356847461539e-07,1.0078649232277064e-06,0.000256541816316,-22.357280296781862,-20.357280296781862,0.000332778702163,0.0,0.0,0.0,0.0,7.576372451363476e-07,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,18585889238.47448,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
499712,"('среда', 'определять')",среды определяющих,1436,331,1,80,61,0,NOUN,INFN,1,1.0952242649375594,1.0952242649375594,0.5319366417362961,2.103863534995666e-06,5.9530205341644e-07,0.0005662514156285,-19.85852744063027,-17.85852744063027,0.0006963788300835,0.0,0.0,0.0,0.0,3.7953413774589134e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,15387513871.61004,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
502495,"('наш', 'пример')",наш пример,631,544,1,3956,259,5,ADJF,NOUN,1,1.56479266933494,1.56479266933494,0.6619737172511928,2.913209657872658e-06,1.2765952804003978e-06,0.0008517887563884,-19.388959036232887,-17.388959036232887,0.0015847860538827,4.129151458721088,8.773007648495811,2.108281012238429,4.879934101369896e-06,2.1690569364188965e-05,0.001187648456057,-93.2235345177915,-16.6447069035583,0.0012639029322548,0.7062146047001708,0.0,2.543479402339253,0.7,1.0,0.4,1728665.1834939232,14433467282.976324,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
502820,"('максимально', 'возможный')",максимально возможными,34,289,5,3,205,1,ADVB,ADJF,1,9.013291276704171,13.657147466478897,2.231740707755101,0.0005088540606554,0.0025344324173881,0.0157232704402515,-59.70230214431829,-9.940460428863656,0.0173010380622837,12.509415762052788,12.509415762052788,0.999828489533818,0.0016260162601626,0.0016254585503796,0.0048309178743961,-10.264442600226602,-8.264442600226602,0.0048780487804878,17.65536511750427,45.39054095268184,13.841953385552603,0.7,1.0,0.4,1728665.1834939232,1109282496.6646056,10407601.453833016,10000,10000,10000,10000,10000,10000,1265767.062136106,0
502923,"('точный', 'соответствие')",точного соответствия,99,248,1,131,28,3,ADJF,NOUN,1,5.370198775101343,5.370198775101343,0.9758226283733548,4.072987943955686e-05,3.87842050360656e-05,0.0028901734104046,-15.583552930466483,-13.583552930466483,0.0040322580645161,11.518042939405492,14.687967940847804,1.7314602201225546,0.0008178844056706,0.0024519802294439,0.0192307692307692,-33.7674462686217,-9.255815422873898,0.0229007633587786,1.1770243411669514,0.0,3.692103385486307,0.7,1.0,0.4,1728665.1834939232,6906265750.8597765,10407601.453833016,10000,10000,10000,10000,10000,10000,1671811.3063479008,1
502959,"('такой', 'замена')",такую замену,3101,33,1,9891,30,0,ADJF,NOUN,1,3.3108397755967527,3.3108397755967527,0.8992284550884052,9.772018801364171e-06,7.901769853719523e-06,0.0003191828917969,-17.642911929971074,-15.642911929971076,0.000322476620445,0.0,0.0,0.0,0.0,2.3077697683061145e-08,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,10562481076.257044,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
503410,"('дать', 'работа')",данной работе,712,971,6,2721,1310,1,INFN,NOUN,1,3.1396532899033947,8.309578291345707,2.1715530989702865,8.678647056781494e-06,4.092540004206933e-05,0.0035778175313059,-106.8845904939866,-15.814098415664434,0.0061791967044284,0.0085860246048986,0.0085860246048986,0.0059337043722897,2.805434688077745e-07,9.877612232180868e-12,0.0002481389578163,-22.76527233767449,-20.76527233767449,0.0003675119441381,21.186438141005127,49.95763030236153,15.200988912035715,0.7,1.0,0.4,1728665.1834939232,5247653069.718043,10407601.453833016,10000,10000,10000,10000,10000,10000,1251937.7406681546,1
504354,"('являться', 'пример')",является пример,2165,544,1,414,259,1,INFN,NOUN,1,-0.2138624452965983,-0.2138624452965983,-0.1597890683853686,8.490694199157723e-07,2.16789043399878e-08,0.0003692762186115,-21.167614150864427,-19.167614150864427,0.0004618937644341,5.063563117093511,5.063563117093511,0.9700969410620318,9.326096282618024e-06,8.776677998413736e-06,0.0014880952380952,-17.71029524518588,-15.71029524518588,0.002415458937198,3.531073023500854,0.0,6.625182861823457,0.7,1.0,0.4,1728665.1834939232,17482593230.808826,10407601.453833016,10000,10000,10000,10000,10000,10000,1458225.1192317626,1
504536,"('изменить', 'условие')",измененные условия,122,1369,4,449,361,0,INFN,NOUN,1,4.604107636747043,8.604107636747042,1.917765227795312,2.394951442359506e-05,8.80820862168342e-05,0.0026899798251513,-65.39857627528315,-14.349644068820783,0.0029218407596785,0.0,0.0,0.0,0.0,1.2606210830552003e-08,0.0,0.0,0.0,0.0,0.0,40.26720889462313,17.956375872437768,0.5,1.0,0.0,1728665.1834939232,4014675752.6889815,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
505289,"('вид', 'сумма')",виде суммы,3535,96,1,2432,105,0,NOUN,NOUN,1,1.5812947051499109,1.5812947051499109,0.6658181477998415,2.946723243752947e-06,1.3063230962388364e-06,0.0002754820936639,-19.37245700041792,-17.372457000417917,0.0002828854314002,0.0,0.0,0.0,0.0,1.986021258499812e-08,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,14399995682.995188,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
505988,"('итог', 'отметить')",итоге отметить,112,252,1,154,247,0,NOUN,INFN,1,5.169116860010308,5.169116860010308,0.9722066578368184,3.5430839002267575e-05,3.348872539477879e-05,0.0027548209366391,-15.78463484555752,-13.78463484555752,0.0039682539682539,0.0,0.0,0.0,0.0,2.9583441663070117e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,7188856829.795353,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
506086,"('причина', 'направленность')",причина направленности,520,59,1,968,0,0,NOUN,NOUN,1,5.048740843177533,5.048740843177533,0.9697881328810088,3.259452411994785e-05,3.0654792134186216e-05,0.0017301038062283,-15.905010862390297,-13.905010862390297,0.0019230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,7366079676.591267,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
506574,"('любой', 'порядок')",любому порядку,516,303,1,1013,799,0,ADJF,NOUN,1,2.6993504666716235,2.6993504666716235,0.846037646664927,6.395988436052908e-06,4.578118681238825e-06,0.0012224938875305,-18.254401238896204,-16.254401238896204,0.001937984496124,0.0,0.0,0.0,0.0,6.29487699073225e-08,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,11913618660.165092,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
506818,"('образовать', 'разный')",образуются разными,819,1305,1,156,705,0,INFN,ADJF,1,-0.073802027530427,-0.073802027530427,-0.0524867182999424,9.356331195411656e-07,2.577534136946293e-09,0.0004710315591144,-21.02755373309825,-19.02755373309825,0.0007662835249042,0.0,0.0,0.0,0.0,8.55351730928138e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,17305613314.010353,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
506898,"('представить', 'так')",представить так,561,4240,2,584,16318,0,INFN,CONJ,0,-0.227953804491526,1.772046195508474,-0.2420747246214933,8.408166010829718e-07,4.927199769664332e-08,0.0004167534903104,-42.36341102011871,-19.18170551005936,0.0004716981132075,0.0,0.0,0.0,0.0,7.41157997312843e-07,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.6,1.0,0.2,1728665.1834939232,16805437449.116035,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
507025,"('элемент', 'иметь')",элементов имеющих,443,2321,1,48,2687,0,NOUN,INFN,1,-0.0179419903316722,-0.0179419903316722,-0.0125140941117385,9.72570591604965e-07,1.5230703609836688e-10,0.0003619254433586,-20.9716936958995,-18.9716936958995,0.0004308487720809,0.0,0.0,0.0,0.0,1.0030900604490592e-08,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.8,1.0,0.6,1728665.1834939232,17229403463.599865,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
507060,"('элемент', 'мочь')",элементов может,443,3445,4,48,15899,0,NOUN,NOUN,1,1.4123005494211565,5.412300549421157,1.2485758177046662,2.6210001081162544e-06,4.085986030218495e-06,0.0010298661174047,-78.16580462458668,-17.54145115614667,0.0011611030478955,0.0,0.0,0.0,0.0,5.935291727234683e-08,0.0,0.0,0.0,0.0,0.0,40.26720889462313,17.956375872437768,0.7,1.0,0.4,1728665.1834939232,9927487528.120352,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
507450,"('результат', 'каждый')",результатами каждой,1334,1211,2,235,3049,0,NOUN,ADJF,1,0.3302256046889147,2.330225604688915,0.289330997485472,1.2380267339492928e-06,1.0363822148290625e-07,0.0007864726700747,-41.24705220175783,-18.623526100878912,0.0014992503748125,0.0,0.0,0.0,0.0,5.572579973504045e-08,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.7,1.0,0.4,1728665.1834939232,15769798340.434963,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
507469,"('контролироваться', 'это')",контролируется этим,34,5744,1,0,34712,0,INFN,PRCL,0,2.378448830494438,2.378448830494438,0.8076839373901398,5.120432574143863e-06,3.340331305905084e-06,0.0001731002250302,-18.57530287507339,-16.57530287507339,0.0001740947075208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,12647591182.739063,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
507912,"('следующий', 'раздел')",следующий раздел,471,124,1,826,9,0,ADJF,NOUN,1,4.11997214556817,4.11997214556817,0.9424871614335866,1.7122114923635366e-05,1.520926733557872e-05,0.0016835016835016,-16.83377955999966,-14.83377955999966,0.0021231422505307,0.0,0.0,0.0,0.0,5.781673729514257e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,8931581111.351978,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
508831,"('указанный', 'тип')",указанных типов,89,993,1,52,124,0,ADJF,NOUN,1,3.522368367073057,3.522368367073057,0.912971506506679,1.1315161184471072e-05,9.431378884699356e-06,0.0009250693802035,-17.431383338494772,-15.431383338494772,0.0010070493454179,0.0,0.0,0.0,0.0,5.014828115134235e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,10119067864.81255,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
509725,"('возможный', 'вариант')",возможными вариантами,289,207,5,205,127,2,ADJF,NOUN,1,6.407267160455187,11.051123350229911,2.209722541113009,8.357989402069438e-05,0.0004081100670898,0.010183299389002,-72.73242272556321,-12.546484545112644,0.0173010380622837,8.105693576001778,10.105693576001778,1.4090795359938952,7.681966583445362e-05,0.0001525258412718,0.006060606060606,-29.336329572555226,-12.668164786277613,0.0097560975609756,8.827682558752135,44.87416174149072,10.844695657382664,0.7,1.0,0.4,1728665.1834939232,2141697508.180405,10407601.453833016,10000,10000,10000,10000,10000,10000,1329151.45219755,1
510418,"('указанный', 'выше')",указанных выше,89,345,6,52,516,0,ADJF,ADVB,1,7.632528223657055,12.802453225099368,2.4371457492049795,0.0001954079140205,0.001160660362065,0.014018691588785,-79.92734089146464,-11.321223481910772,0.017391304347826,0.0,0.0,0.0,0.0,2.086815570491344e-09,0.0,0.0,0.0,0.0,0.0,50.53250637196083,21.25775428845349,0.7,1.0,0.4,1728665.1834939232,1360612236.0169675,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
511486,"('также', 'изменяться')",также изменяется,1626,235,1,877,25,0,PRCL,INFN,0,1.410123216927801,1.410123216927801,0.6237204516024205,2.617047447070216e-06,1.0181026451731894e-06,0.0005376344086021,-19.543628488640028,-17.543628488640028,0.0006150061500615,0.0,0.0,0.0,0.0,1.7051815512456287e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,14756246452.020134,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
512496,"('уровень', 'уровень')",уровень уровень,1191,1191,1,150,150,0,NOUN,NOUN,1,-0.4821636901603995,-0.4821636901603995,-0.3968370105219623,7.049794815721889e-07,1.1101989587453621e-07,0.0004199916001679,-21.435915395728227,-19.435915395728227,0.0008396305625524,0.0,0.0,0.0,0.0,1.749901249852983e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,17802231813.619526,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
512550,"('отдельный', 'элемент')",отдельные элементы,769,443,10,213,48,2,ADJF,NOUN,1,4.897677123938346,11.541533313713073,3.056193076427782,2.935417871411085e-05,0.0002741773086446,0.0083194675540765,-160.56074581629483,-14.056074581629485,0.0130039011703511,9.454186241332396,11.454186241332396,1.4121974192695443,0.0001956181533646,0.0003901215866571,0.0077220077220077,-26.63934424189399,-11.319672120946995,0.0093896713615023,17.65536511750427,61.617254804384885,16.144698800244807,0.7,1.0,0.4,1728665.1834939232,2579989086.3642206,10407601.453833016,10000,10000,10000,10000,10000,10000,1265767.062136106,1
512843,"('быть', 'проявляться')",был проявляен,5317,218,2,54004,43,0,INFN,INFN,1,0.809170629708061,2.809170629708061,0.6071079511056694,1.7254677311652256e-06,6.359730072930758e-07,0.0003614675582866,-40.28916215171954,-18.14458107585977,0.000376151965394,0.0,0.0,0.0,0.0,1.806031860077156e-07,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.5,1.0,0.0,1728665.1834939232,14656369505.925695,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
513611,"('такой', 'определение')",такое определение,3101,254,3,9891,51,2,ADJF,NOUN,1,1.951511708904196,5.121436710346509,1.284237426972926,3.808778981634068e-06,6.281688795478884e-06,0.0008949880668257,-57.0067199899909,-17.002239996663633,0.000967429861335,3.829532347916351,5.82953234791635,1.314739262363495,3.964784781570094e-06,6.853286422000222e-06,0.0002012072434607,-37.88865202872608,-16.94432601436304,0.00020220402386,5.296609535251282,31.40076409501646,8.120911015557386,0.7,1.0,0.4,1728665.1834939232,9397167401.447828,10407601.453833016,10000,10000,10000,10000,10000,10000,1396377.3204445357,1
513612,"('определение', 'быть')",определение было,254,5317,1,51,54004,1,NOUN,INFN,1,-0.4113297322871783,-0.4113297322871783,-0.3299110286116622,7.404566247913764e-07,8.059225186158572e-08,0.0001795332136445,-21.365081437855007,-19.365081437855007,0.000188075982697,0.3806543711408292,0.3806543711408292,0.2319108747954075,3.630813113335105e-07,1.9527476486262884e-08,1.85000185000185e-05,-22.39320399113856,-20.39320399113856,1.8517146878009035e-05,3.531073023500854,0.0,6.625182861823457,0.7,1.0,0.4,1728665.1834939232,17720605107.47013,10407601.453833016,10000,10000,10000,10000,10000,10000,1458225.1192317626,0
514198,"('несколько', 'уровень')",несколько уровней,976,1191,2,4534,150,0,ADVB,NOUN,1,0.8050566701408282,2.805056670140828,0.6048031406972209,1.7205544314599936e-06,6.293561668064143e-07,0.0009237875288683,-40.297390070854,-18.148695035427,0.0016792611251049,0.0,0.0,0.0,0.0,5.2893681778889495e-08,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.7,1.0,0.4,1728665.1834939232,14666387173.836418,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
515667,"('хороший', 'использовать')",хорошего использовать,344,689,2,5134,886,2,ADJF,INFN,1,3.09912677816144,5.099126778161439,1.249175210781299,8.438248894589395e-06,1.3167370196362298e-05,0.0019398642095053,-35.709249854812775,-15.85462492740639,0.0029027576197387,0.6568278931489533,2.6568278931489533,0.5172184017163138,4.396837442764169e-07,1.1762194192216465e-07,0.0003323363243602,-44.23406093826088,-20.11703046913044,0.0003895597974289,3.531073023500854,20.13360444731157,6.54072204883665,0.7,1.0,0.4,1728665.1834939232,8178702779.932334,10407601.453833016,10000,10000,10000,10000,10000,10000,1458225.1192317626,0
516155,"('ситуация', 'представить')",ситуация представляет,428,561,2,186,584,0,NOUN,INFN,1,3.0804277585578888,5.080427758557889,1.2470221975538298,8.3295850200743e-06,1.2953040808236154e-05,0.0020263424518743,-35.74664789401988,-15.87332394700994,0.0035650623885918,0.0,0.0,0.0,0.0,8.448056593956908e-09,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.6,1.0,0.2,1728665.1834939232,8212482855.056896,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
517663,"('характеризовать', 'действие')",характеризующая действием,90,843,1,6,494,0,INFN,NOUN,1,3.742509788296071,3.742509788296071,0.9252876675906824,1.3180440226703572e-05,1.128452969283518e-05,0.0010729613733905,-17.211241917271757,-15.211241917271757,0.0011862396204033,0.0,0.0,0.0,0.0,2.305203246472996e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.5,1.0,0.0,1728665.1834939232,9660718986.326883,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
519152,"('этот', 'преобразование')",это преобразование,4289,290,13,15635,36,5,ADJF,NOUN,1,3.4078567330584297,10.808736169340614,3.265844210896019,1.045175710116497e-05,0.0001114757071642,0.0028471309680245,-228.09663464262223,-15.545894972509398,0.0030310095593378,4.993369856912037,9.63722604668676,2.16586898231042,8.88320363856021e-06,4.167100565446446e-05,0.0003191625175539,-88.90244252683678,-15.780488505367352,0.0003197953309881,9.18078986110222,66.47351290544935,12.790472853575316,0.7,1.0,0.4,1728665.1834939232,3981771098.534786,10407601.453833016,10000,10000,10000,10000,10000,10000,1325694.121830562,0
520354,"('далее', 'далее')",далее далее,816,816,3,226,226,0,ADVB,ADVB,1,2.193863522345993,5.363788523788306,1.3534845508748243,4.505478662053057e-06,8.253678405496795e-06,0.001841620626151,-56.2796645496655,-16.759888183221836,0.0036764705882352,0.0,0.0,0.0,0.0,3.972353610555153e-09,0.0,0.0,0.0,0.0,0.0,32.568826926091575,15.999439542199834,0.7,1.0,0.4,1728665.1834939232,8793664671.268383,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
521098,"('несколько', 'отличаться')",несколько отличавшихся,976,359,1,4534,285,3,ADVB,INFN,1,1.5351743341818906,1.5351743341818906,0.6549623582587802,2.854011598703137e-06,1.2243015969219563e-06,0.0007496251874062,-19.418577371385936,-17.418577371385936,0.0010245901639344,3.057434078207656,6.227359079649968,1.5239943211283435,2.321640006500592e-06,5.392145174079912e-06,0.0006229235880398,-59.149272852215205,-17.716424284071735,0.0006616674018526,1.1770243411669514,0.0,3.692103385486307,0.7,1.0,0.4,1728665.1834939232,14495565954.775324,10407601.453833016,10000,10000,10000,10000,10000,10000,1671811.3063479008,0
522445,"('минимальный', 'число')",минимальное число,77,625,1,15,593,0,ADJF,NOUN,1,4.399252785323478,4.399252785323478,0.9526093186081664,2.0779220779220778e-05,1.885640548361798e-05,0.0014265335235378,-16.55449892024435,-14.55449892024435,0.0016,0.0,0.0,0.0,0.0,6.917942941085459e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,8420688971.0463,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
522541,"('данные', 'можно')",данным можно,194,1544,2,28,2695,0,PRTF,PRED,1,2.76138182611262,4.76138182611262,1.205641450438035,6.67699375033385e-06,9.70548653259928e-06,0.0011520737327188,-36.38473975891041,-16.192369879455207,0.0012953367875647,0.0,0.0,0.0,0.0,5.868779925062493e-09,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.7,1.0,0.4,1728665.1834939232,8804309723.481712,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
522771,"('указанный', 'вид')",указанного вида,89,3535,1,52,2432,0,ADJF,NOUN,1,1.6905237749046695,1.6905237749046695,0.6901855745227696,3.1784879932616054e-06,1.5140922310739334e-06,0.0002760143527463,-19.26322793066316,-17.26322793066316,0.0002828854314002,0.0,0.0,0.0,0.0,9.835533851618118e-09,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,14173392519.737331,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
522774,"('ситуация', 'мочь')",ситуация может,428,3445,4,186,15899,1,NOUN,NOUN,1,1.4619964515750277,5.461996451575028,1.2740190744415285,2.7128575885408896e-06,4.403305893793928e-06,0.0010338588782631,-77.9670210159712,-17.4917552539928,0.0011611030478955,0.2780511445028796,0.2780511445028796,0.1752956882268801,3.381561158576958e-07,1.0391056687455004e-08,6.217358865953743e-05,-22.49580721777651,-20.49580721777651,6.289703754953141e-05,14.124292094003415,39.62335270484841,12.35399949335842,0.7,1.0,0.4,1728665.1834939232,9796752036.990564,10407601.453833016,10000,10000,10000,10000,10000,10000,1283437.8617895993,0
523051,"('завершение', 'процесс')",завершение процесса,22,1746,1,31,102,0,NOUN,NOUN,1,4.724482243301091,4.724482243301091,0.9621741121325068,2.6033531188170364e-05,2.4101297044100222e-05,0.0005659309564233,-16.229269462266736,-14.229269462266736,0.0005727376861397,0.0,0.0,0.0,0.0,2.459194556460059e-10,0.0,0.0,0.0,0.0,0.0,0.0,10.997536981009224,0.7,1.0,0.4,1728665.1834939232,7873363904.990754,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,1
523410,"('противоположный', 'рассмотреть')",противоположный рассмотрим,180,277,2,237,237,0,ADJF,INFN,1,5.348156443188965,7.348156443188965,1.3794951796041386,4.0112314480545525e-05,7.633401325916787e-05,0.0043956043956043,-31.211190524757725,-13.605595262378865,0.0072202166064981,0.0,0.0,0.0,0.0,4.3684534801329874e-09,0.0,0.0,0.0,0.0,0.0,21.13360444731157,13.731175949310032,0.5,1.0,0.0,1728665.1834939232,4867056455.671009,10407601.453833016,10000,10000,10000,10000,10000,10000,1728665.1834939232,0
523946,"('часто', 'использовать')",часто использовать,431,689,4,973,886,7,ADVB,INFN,1,3.773847473774439,7.773847473774439,1.8537860846188312,1.3469872945423442e-05,4.6289526130225606e-05,0.003584229390681,-68.71961692717356,-15.17990423179339,0.0058055152394775,4.863754401000864,10.478464245116072,2.5548828749408474,8.119914903291813e-06,5.300214775537953e-05,0.00377969762419,-125.37072772894966,-15.910103961278526,0.0071942446043165,2.0177560134290595,37.34834565734854,4.51289310650923,0.8,1.0,0.6,1728665.1834939232,5033768224.608123,10407601.453833016,10000,10000,10000,10000,10000,10000,1563097.4736970607,0
524510,"('проблема', 'связанный')",проблемы связанные,462,297,11,498,185,3,NOUN,ADJF,1,6.347115161988302,13.265978399262895,3.275884483771032,8.01667468334135e-05,0.0008603029622424,0.0147058823529411,-160.6730019793748,-12.606636543579526,0.0238095238095238,6.867437470416153,10.037362471858463,1.7172168867865107,3.2562683165092806e-05,9.60219419167944e-05,0.0044117647058823,-47.71926267558971,-13.906420891863236,0.0060240963855421,12.947267752836469,63.39840705870031,14.588708743992688,0.7,1.0,0.4,1728665.1834939232,1506758699.6927454,10407601.453833016,10000,10000,10000,10000,10000,10000,1290352.5225235752,1
